Date,Open,High,Low,Close,Volume
2015-02-09,20534.11,20604.9,20246.54,20366.64,850941376
2015-02-10,20417.94,20798.19,20330.09,20725.63,847661120
2015-02-11,20785.8,20794.6,20518.44,20565.76,822211584
2015-02-12,20543.72,21060.71,20496.59,21002.91,1187801344
2015-02-13,21106.98,21287.81,21088.43,21204.07,1090416768
2015-02-16,21145.22,21280.73,21079.37,21165.84,694200128
2015-02-17,21070.15,21328.25,20890.41,21266.25,871598336
2015-02-18,21495.77,21659.33,21453.38,21659.33,892160448
2015-02-19,21620.19,21801.61,21531.91,21789.98,980711040
2015-02-20,21628.07,21852.62,21609.64,21842.57,1042778496
2015-02-23,22040.61,22083.47,21862.77,21964.29,1099464576
2015-02-24,21969.49,22167.17,21775.59,22149.75,863080192
2015-02-25,22109.47,22133.32,21853.07,21937.24,677284224
2015-02-26,21934.63,22172.62,21910.34,22165.13,837347840
2015-02-27,22175.65,22338.82,22098.43,22337.79,796900672
2015-03-02,22381.46,22514.89,22184.06,22297.6,782600320
2015-03-03,22365.8,22410.97,21942.47,21987.18,929974848
2015-03-04,22087.24,22131.08,21860.52,22131.08,802357568
2015-03-05,22230.03,22444.44,22124.02,22400.08,815535360
2015-03-06,22449.49,22575.4,22370.82,22436.13,866343936
2015-03-09,22345.2,22567.89,22250.32,22564.35,777099392
2015-03-10,22594.3,22631.37,22280.21,22345.77,747407616
2015-03-11,22409.4,22860.68,22408.78,22833.04,1027004992
2015-03-12,22828.24,22893.1,22772.87,22809.01,784113600
2015-03-13,22907.37,22924.8,22579.89,22713.59,796226496
2015-03-16,22784.96,23008.89,22756.57,22930.92,903094720
2015-03-17,22961.06,22987.55,22603.55,22723.06,768815360
2015-03-18,22790.94,22818.55,22397.86,22565.19,855474112
2015-03-19,22656.76,22915.49,22644.88,22805.17,891698688
2015-03-20,22904.69,23203.57,22767.55,23176.68,1052640768
2015-03-23,23177.59,23196.95,23014.12,23057.12,594331200
2015-03-24,23022.31,23381.86,22977.9,23333.2,829349952
2015-03-25,23256.77,23366.5,23128.58,23145.1,713448384
2015-03-26,22993.4,23062.98,22659.62,22900.27,823242816
2015-03-27,23022.2,23048.06,22745.48,22984.23,593582336
2015-03-30,23015.51,23263.12,23003.69,23260.57,569577664
2015-03-31,23232.63,23336.94,23006.22,23157.12,632272576
2015-04-01,23092.49,23447.36,23072.13,23358.99,774250112
2015-04-02,23407.38,23453.85,23289.91,23308.53,493681120
2015-04-07,23502,23736.45,23477.02,23706.34,652520000
2015-04-08,23709.74,23785.74,23538.81,23578.7,614622208
2015-04-09,23653.15,23803.9,23624.07,23803.9,515396960
2015-04-10,23878.85,23917.76,23773.2,23877.25,533456064
2015-04-13,23907.76,24047.58,23897.24,24008.91,575408960
2015-04-14,23974.58,24024.23,23642.91,23752.91,690367680
2015-04-15,23804.71,24081.74,23787.77,24030.54,596340928
2015-04-16,24035.53,24063.21,23584.53,23610.81,743027200
2015-04-17,23577.16,23780.19,23010.93,23044.08,952204416
2015-04-20,23090.93,23332.98,23027.14,23332.98,674924224
2015-04-21,23433.64,23525.31,22969.6,23240.26,738015232
2015-04-22,23321.05,23427.31,23125.01,23315.4,636590656
2015-04-23,23332.47,23380.89,22966.31,23199.43,618149952
2015-04-24,23356.4,23574.12,23213.14,23427.35,716662208
2015-04-27,23449.13,23812.07,23154.64,23806.27,724022400
2015-04-28,23793.6,23859.9,23487.13,23532.09,638359040
2015-04-29,23653.94,23695.24,22995.63,22995.63,802013824
2015-04-30,22963.92,23180.43,22725.83,23045.52,756231168
2015-05-04,23082.15,23365.16,22859.79,23217.17,498679360
2015-05-05,23144.7,23350.34,22576.35,22576.35,900166976
2015-05-06,22609.88,22840.27,22472.5,22659.85,809621760
2015-05-07,22514.6,22854.19,22296.58,22841.92,817352960
2015-05-08,23032.05,23312.43,22921.32,23312.43,784800128
2015-05-11,23312.57,23367.78,23124.27,23321.86,730410624
2015-05-12,23181.83,23269.97,22942.36,23104.87,1064976896
2015-05-13,23170.53,23401.44,23123.49,23210.97,949266048
2015-05-14,23207.45,23548.59,23030.75,23548.59,757932416
2015-05-15,23615.27,23741.11,23433.29,23473.46,841371328
2015-05-18,23217.23,23364.67,23002.36,23198.1,514944320
2015-05-19,23350.11,23713.26,23331.35,23713.26,638296512
2015-05-20,23668.82,23772.8,23578.14,23772.61,527306080
2015-05-21,23719.78,23757.06,23584.52,23739.69,522155808
2015-05-22,23701.39,23815.5,23686.3,23781.78,422642368
2015-05-25,23623.24,23631.02,23278.09,23285.11,284515968
2015-05-26,23328.63,23505.52,23178.67,23326.95,632155264
2015-05-27,23443.27,23879.84,23419.71,23861.07,747640704
2015-05-28,23761.96,23866.19,23626.7,23744.13,530182080
2015-05-29,23789.29,23821.33,23495.68,23495.68,728104064
2015-06-01,23582.62,23704.72,23379.45,23435.67,526637792
2015-06-02,23520.63,23717.7,23264.64,23576.16,667376448
2015-06-03,23589.64,23796.94,23473.44,23608.83,719105856
2015-06-04,23480.15,23564.36,23217.09,23336.5,699085312
2015-06-05,23109.08,23249.31,22805.03,22847.34,669676288
2015-06-08,22858.07,22959.41,22642.29,22642.29,439597888
2015-06-09,22621.71,22758.27,22303.96,22527.46,518304384
2015-06-10,22508.55,23155.72,22416.36,23091.49,601779648
2015-06-11,23017.97,23436.02,23001.82,23172.34,702045760
2015-06-12,23157.17,23303.81,22678.54,22877.81,603902720
2015-06-15,22595.98,22656.31,22287.89,22328.03,657117184
2015-06-16,22191.31,22446.28,21986.65,22383.48,751702208
2015-06-17,22408.84,22565.64,22210.93,22225.06,707353792
2015-06-18,22224.11,22460.02,21855.05,22460.02,858550656
2015-06-19,22412.14,22750.06,22349.68,22699.37,841453696
2015-06-22,23115.33,23485.95,22987.33,23485.95,907632192
2015-06-23,23607.87,23731.87,23520.57,23567.25,781029568
2015-06-24,23636.07,23704.8,23240.56,23443.07,702782272
2015-06-25,23280.79,23815.59,23280.79,23642.62,906956096
2015-06-26,23517.64,23849.64,23405.14,23800.47,640429760
2015-06-29,23337.32,23400.38,22569.95,22569.95,1035441984
2015-06-30,22456.29,22862.19,22337.79,22460.71,877310080
2015-07-01,22623.4,23127.42,22568.26,22943.64,776487232
2015-07-02,22961.14,23049.7,22616.5,22616.5,539642688
2015-07-03,22611.14,22709.01,22332.75,22508.13,454833824
2015-07-06,21874.02,22065.93,21600.72,21600.72,1037980800
2015-07-07,21732.67,21858.91,20958.48,20958.48,867282496
2015-07-08,21038.03,21557.39,20937.34,21512.39,859815872
2015-07-09,21570.81,22337.12,21519.28,22268.51,743353664
2015-07-10,22626.33,22948.77,22554.77,22937.4,881660416
2015-07-13,23099.65,23340.11,22870.66,23167.04,817438592
2015-07-14,23126.81,23140.1,22886.25,23097.51,483530496
2015-07-15,23140.94,23392.75,23113.22,23392.75,586184320
2015-07-16,23516.66,23784.54,23484.83,23783.14,752372928
2015-07-17,23852.24,23875.64,23690.76,23765.41,493593120
2015-07-20,23798.84,24157.39,23797.8,24031.19,584308736
2015-07-21,24071.63,24121.03,23699.94,23712.9,514914048
2015-07-22,23585.94,23802.6,23536.15,23681.11,447917632
2015-07-23,23824.72,23885.52,23610.43,23633.05,451802112
2015-07-24,23599.78,23813.85,23491.59,23507.7,453809696
2015-07-27,23387.02,23396.65,22809.3,22809.3,662087296
2015-07-28,22979.54,23328.02,22951.01,23328.02,526925984
2015-07-29,23424.86,23469.4,23035.24,23248.9,632696064
2015-07-30,23380.85,23479.83,23191.18,23396.09,680674176
2015-07-31,23459.38,23538.03,23293.35,23538.03,561612288
2015-08-03,23553.15,23748.68,23478.05,23714.38,490358336
2015-08-04,23657.52,23662.05,23341.76,23473.25,508549440
2015-08-05,23579.64,23917.64,23555.21,23911.81,639877888
2015-08-06,23852.49,23970.56,23804.98,23811.09,660928256
2015-08-07,23807.22,23866.98,23705,23705,693321152
2015-08-10,23705,23992.48,23659.78,23966.44,396689664
2015-08-11,23916.25,23979.61,23698.49,23698.49,419915264
2015-08-12,23530.52,23533.01,22923.11,22997.55,670240832
2015-08-13,23347.39,23545.82,23255.67,23356.01,523544544
2015-08-14,23371.35,23524.73,23175.01,23248.52,365056224
2015-08-17,23367.64,23465.37,23103.65,23407.99,334844256
2015-08-18,23334.75,23495.41,23259.17,23389.72,338008608
2015-08-19,23209.96,23338.8,22975.32,22975.32,470917600
2015-08-20,22836.57,23011.01,22352.15,22378.65,623008128
2015-08-21,22002.39,22379.62,21746.17,21746.17,717676288
2015-08-24,20992.9,21349.59,20158.22,20450.43,1221261184
2015-08-25,20864.96,21664.32,20632.97,21649.69,1021890240
2015-08-26,21323.81,21801.61,21151.43,21473.81,646690624
2015-08-27,21943.04,22263.44,21768.24,22201.24,680205184
2015-08-28,22248.57,22276.16,21846.12,21993.74,457898176
2015-08-31,22003.46,22112.24,21775.98,21941.92,435510688
2015-09-01,21734.67,21854.59,21343.88,21451.37,614631808
2015-09-02,21566.39,21827.59,21429.98,21612,541765184
2015-09-03,21743.95,22291.71,21690.2,22177.37,658233728
2015-09-04,21920.62,21955.09,21424.04,21472.68,723779584
2015-09-07,21680.44,21754.59,21501.54,21622.34,321243200
2015-09-08,21718.97,22124.99,21710.72,21941.31,513761600
2015-09-09,22397.93,22448.77,22126.57,22126.57,637016576
2015-09-10,21944.66,22121.02,21806.95,21901.45,582527168
2015-09-11,22049.88,22063.76,21706.73,21762.63,574345600
2015-09-14,21815.55,21860.37,21497.11,21553.8,554778752
2015-09-15,21584.05,21992.67,21434.66,21903.63,556711616
2015-09-16,22085.15,22180.98,21907.83,22059.21,530783904
2015-09-17,22110.78,22129.89,21974.52,22099.53,473016512
2015-09-18,22004.13,22004.13,21504.45,21514.9,918945984
2015-09-21,21473.98,21803.13,21460.65,21755.42,508386496
2015-09-22,21705.85,21705.85,21017.08,21031.8,733635200
2015-09-23,21124.08,21408.6,20947.14,21068.88,606722816
2015-09-24,21055.59,21215.58,20544.96,20581.83,822858176
2015-09-25,20963.21,21400.25,20914.55,21339.11,628954048
2015-09-28,21196.75,21300.51,20759.49,20759.49,536123872
2015-09-29,20514.58,20905.12,20476.48,20726.75,704507072
2015-09-30,21039.6,21320.6,20971.28,21294.98,713127040
2015-10-01,21502.67,21551.3,21101.46,21142.86,643964096
2015-10-02,21368.53,21547.94,21052.48,21395.29,732464128
2015-10-05,21736.12,22026.56,21623.22,21980.08,628035072
2015-10-06,21945.48,22182.65,21802.13,22182.65,568989312
2015-10-07,22218.34,22343.41,22007.34,22007.34,665348352
2015-10-08,22045.42,22195.14,21984.89,22156.74,535540000
2015-10-09,22372.21,22423.55,22204.71,22257.89,511460096
2015-10-12,22263.56,22346.13,22002.98,22091.27,414904224
2015-10-13,22011.69,22179.72,21747.19,22048.49,538028864
2015-10-14,21912.69,22035.18,21797.6,21838.2,495311008
2015-10-15,22022.14,22233.92,21967.73,22217.69,483972032
2015-10-16,22358.64,22416.35,22225.73,22337.66,501545376
2015-10-19,22344.5,22532.75,22299.23,22419.68,431418976
2015-10-20,22466.4,22536.84,22119.76,22270.11,524977056
2015-10-21,22343.68,22388.15,22097.39,22172.64,442890272
2015-10-22,22124.06,22616.9,22103.13,22616.9,826232768
2015-10-23,22717.17,22874.96,22637.87,22736.86,751830976
2015-10-26,22713.99,22740.84,22548.68,22629.64,464211424
2015-10-27,22572.8,22731.2,22369.92,22369.92,516365664
2015-10-28,22489.23,22697.27,22456.18,22686.24,528905536
2015-10-29,22702.16,22712.6,22209.45,22442.69,813937856
2015-10-30,22539.67,22584.25,22336.98,22442.51,699447168
2015-11-02,22341.59,22622.53,22263.5,22482.39,521209920
2015-11-03,22517.39,22636.24,22165.92,22459.45,616098048
2015-11-04,22557.93,22660.64,22303.07,22312.63,582314752
2015-11-05,22320.41,22442.87,22132.7,22223.7,517524928
2015-11-06,22220.34,22529.94,22166.83,22529.94,946615936
2015-11-09,22509.21,22570.52,22107.3,22107.3,491651232
2015-11-10,22254.23,22444,22125.52,22444,575881152
2015-11-11,22463.41,22658.94,22316.83,22385.11,620361472
2015-11-12,22345.46,22367.15,21810.67,21859.29,683607488
2015-11-13,21819.12,21986.75,21655.21,21842.56,530966464
2015-11-16,21606.99,21924.72,21572.63,21811.36,417761312
2015-11-17,22015.87,22309.39,21974.44,22309.39,548746176
2015-11-18,22197.26,22205,22054.51,22091.56,532930240
2015-11-19,22249.49,22321.42,22095.52,22191.99,532438720
2015-11-20,22222.2,22246.61,21946.45,22140.14,581640256
2015-11-23,22078.1,22390.39,21995.27,22294.69,463190592
2015-11-24,22194.41,22229.12,21840.84,21948.14,489077216
2015-11-25,22025.79,22400.4,21944.09,22359.23,522733344
2015-11-26,22354.48,22597.95,22339.31,22591.53,414824928
2015-11-27,22482.88,22707.68,22432.56,22575.18,501389216
2015-11-30,22525.64,22773.09,22505.79,22717.98,541522112
2015-12-01,22795.45,22844.38,22581.33,22581.33,433668512
2015-12-02,22676.41,22730.25,22515.11,22551.91,464384832
2015-12-03,22553.23,22843.81,21995.71,21995.71,858883840
2015-12-04,21918.49,22111.24,21832.26,22021.36,570908096
2015-12-07,22108.93,22218.82,21954.49,22037.17,409674688
2015-12-08,21991.7,21998.36,21443.61,21538.04,522012128
2015-12-09,21625.47,21701.02,21355.14,21500.88,574073536
2015-12-10,21402.77,21616.69,21325,21409.63,486798112
2015-12-11,21351.26,21386.23,20924.07,21015.29,584305600
2015-12-14,21062.45,21186.99,20506.56,20506.56,810763584
2015-12-15,20670.49,21272.68,20659.46,21272.68,633002624
2015-12-16,21267.2,21373.88,21095.44,21210.23,557050624
2015-12-17,21557.11,21730.23,21480.07,21523.1,622295872
2015-12-18,21309.84,21479.13,21208.81,21241.93,714077376
2015-12-21,21263.71,21431.69,21099.32,21099.32,389548352
2015-12-22,21202.8,21282.69,20968.12,21060.13,343789344
2015-12-23,21230.04,21462.87,21185.36,21456.36,395403456
2015-12-28,21454.82,21505.36,21326.28,21369.15,240149552
2015-12-29,21485.08,21705.71,21481.2,21661.33,271469952
2015-12-30,21595.33,21659.49,21418.37,21418.37,263209904
2016-01-04,21186.13,21194.17,20701.57,20733.81,562345408
2016-01-05,20938.1,20983.24,20722.19,20983.24,433074272
2016-01-06,20922.29,20930.61,20373.19,20422.39,520218688
2016-01-07,19781.23,20288.68,19631.81,20189.48,770471936
2016-01-08,20189.16,20350.12,19869.49,19869.49,564562240
2016-01-11,19812.8,20110.26,19756.14,19756.14,556297216
2016-01-12,19787.37,20143.69,19713.25,19970.1,597017856
2016-01-13,20111.4,20383.42,20033.66,20139.87,666293824
2016-01-14,19879.17,19995.29,19576.09,19803.41,793076800
2016-01-15,19694.71,19770.54,19117.56,19195.94,838493888
2016-01-18,19198.08,19360.6,18637.6,18686.86,735824896
2016-01-19,19059.28,19168.01,18547.46,18880.52,858094336
2016-01-20,18396.19,18475.84,17868.57,17967.91,916488192
2016-01-21,18052.47,18750.18,17836.03,18723.22,1251923072
2016-01-22,19074.14,19305.32,18890.89,19028.42,1005516416
2016-01-25,19148.56,19150.02,18597.68,18641.47,797774144
2016-01-26,18360.97,18960.86,18256.41,18923.83,862399360
2016-01-27,18983.73,19008.76,18570.65,18848.03,755793600
2016-01-28,18758.24,18942.96,18055.43,18189.95,1064893120
2016-01-29,18496.82,18657.29,18325.21,18657.29,870272320
2016-02-01,18689.45,18792.14,18285.83,18485.95,640797696
2016-02-02,18484.83,18495.74,17866.96,17922.45,737953600
2016-02-03,17944.26,17998.05,17141.42,17412.04,980110272
2016-02-04,17705.71,17761.48,17173.1,17626.04,951883968
2016-02-05,17557.31,17834.54,17231.91,17250.26,1146975744
2016-02-08,17458.2,17467.2,16387.88,16441.2,1005227520
2016-02-09,16528.82,16604.33,15848.63,15913.12,1272854400
2016-02-10,16097.93,16816.96,15918.58,16714.14,1268918272
2016-02-11,16477.7,16477.7,15773,15773,1200414208
2016-02-12,16109.56,16514.87,15840.91,16514.87,1215692800
2016-02-15,16794.91,17225.58,16777.26,17041.82,1107619840
2016-02-16,17182.16,17187.41,16713.51,16957.84,1242305024
2016-02-17,16984.78,17385.72,16933.19,17377.89,1036123200
2016-02-18,17486.5,17623.73,17068.51,17112.36,1092725376
2016-02-19,17024.76,17219.77,16703.7,16909.56,892980800
2016-02-22,17127.65,17504.58,17127.43,17504.58,720213056
2016-02-23,17340.23,17631.37,17163.46,17163.46,796243264
2016-02-24,17157.73,17230.71,16587.67,16719.36,841874176
2016-02-25,16939.52,17197.86,16877.32,17104.54,712654400
2016-02-26,17299.03,17549.76,17253.34,17483.76,838041344
2016-02-29,17341.74,17642.88,17220.78,17623.07,1056834752
2016-03-01,17557.23,18011.91,17533.75,18011.91,835357504
2016-03-02,18143.22,18223.46,18012.33,18206.41,969808192
2016-03-03,18217.98,18352.63,18129.14,18348.5,853623296
2016-03-04,18415.36,18449.24,18061.27,18278.98,910794368
2016-03-07,18195.6,18252.76,17847.14,18059.27,779385280
2016-03-08,17906.02,18216.75,17729.09,18017.56,1110499456
2016-03-09,17982.37,18369.22,17982.37,18208.92,878694656
2016-03-10,18229.24,19012.19,18113.72,18118.23,1400021120
2016-03-11,18488.82,18993.71,18470.92,18987.75,1184056320
2016-03-14,19125.11,19216.53,18846.96,18981.77,944914240
2016-03-15,18891.72,18960.14,18678.52,18765.37,787640896
2016-03-16,18820.79,18943.18,18609.66,18731.75,687886336
2016-03-17,18921.43,18926.79,18344.17,18608.03,1033396544
2016-03-18,18704.37,18769.7,18468.17,18611.34,1063686976
2016-03-21,18556.34,18879.95,18481.59,18696.93,718213504
2016-03-22,18555.03,18698.82,18286.08,18698.82,645132928
2016-03-23,18758.49,18828.24,18401.93,18462.88,545961920
2016-03-24,18399.42,18468.78,18140.18,18165.84,763888960
2016-03-29,18252.59,18466.26,18031.7,18171.86,679640768
2016-03-30,18256.53,18496.63,18256.09,18375.32,740528000
2016-03-31,18235.35,18300.29,17971.67,18116.88,948177600
2016-04-01,17854.7,18084.41,17737.84,17776.84,791128448
2016-04-04,17700.02,17934.1,17574.87,17639.26,747791488
2016-04-05,17389.94,17460.36,17104.12,17109.3,838100928
2016-04-06,17214.34,17391.84,17035.79,17240.91,816135168
2016-04-07,17273.63,17322.19,16777.87,16818.25,757287232
2016-04-08,16960.89,17509.23,16956.49,17504.62,942320640
2016-04-11,17452.91,17855.76,17323.54,17722.66,863903616
2016-04-12,17741.86,17860.93,17231.73,17444.8,1082763904
2016-04-13,17713.81,18165.59,17696.18,18165.59,1033470464
2016-04-14,18206.45,18329.09,17985.38,18329.09,867418560
2016-04-15,18282.37,18322.12,18161.17,18257.35,683466944
2016-04-18,17939.06,18411.68,17903.64,18358.25,809180992
2016-04-19,18427.09,18637.33,18344.62,18447.98,906749760
2016-04-20,18363,18677.47,18265.95,18658.36,684253376
2016-04-21,18686.66,18741.72,18531.65,18732.96,858993536
2016-04-22,18739.47,18778.97,18559.57,18687.04,606726144
2016-04-25,18694.9,18742.06,18332.67,18403.23,574526912
2016-04-26,18519.77,18763.62,18481.57,18670.41,745811264
2016-04-27,18708.2,18779.56,18595.05,18750.62,668401856
2016-04-28,18649.65,19023.48,18540.11,18976.71,1020459968
2016-04-29,18800.83,19062.81,18600.56,18600.56,829937792
2016-05-02,18689.47,18689.47,18271.38,18420.22,719438336
2016-05-03,18401.32,18412.05,17889.22,17966.81,805809600
2016-05-04,17985.51,18130.68,17909.62,17935.67,696427648
2016-05-05,18022.13,18215.25,17846.36,17923.9,655252352
2016-05-06,17895.28,17989.76,17592.13,17842.8,707851328
2016-05-09,17968.32,17973.2,17652.72,17685.8,618765056
2016-05-10,17818.51,18067.84,17742.1,17934.72,724328832
2016-05-11,17914.73,17946.39,17509.6,17698.08,867409216
2016-05-12,17627.21,17912.62,17555.54,17651.36,728803200
2016-05-13,17562.64,17856.96,17434.14,17729.45,711215168
2016-05-16,17652.6,17778.81,17534.75,17737.02,597697728
2016-05-17,17816.41,18014.22,17373.08,17498.88,897663424
2016-05-18,17417.28,17725.03,17370.49,17713.62,621141248
2016-05-19,17611.25,17810.33,17498.18,17545.56,767932032
2016-05-20,17674.44,17878.19,17668.13,17812.35,760709440
2016-05-23,17521.97,17624.77,17272.18,17325.08,665531392
2016-05-24,17273.81,17927.66,17247.62,17903.97,850532800
2016-05-25,18008.97,18216.83,17975.54,18201.39,929289984
2016-05-26,18118.17,18242.97,18071.81,18216.92,693042624
2016-05-27,18152.97,18216.12,18088.07,18186.14,475433088
2016-05-30,18220.49,18321.4,18197.66,18291.38,360220736
2016-05-31,18281.66,18326.52,18002.54,18025.25,866823360
2016-06-01,18050.36,18055.64,17745.61,17810.85,655810432
2016-06-02,17836.18,18009.52,17740.88,17767.3,606476288
2016-06-03,17863.98,17867.08,17431.37,17495.09,639128768
2016-06-06,17450.89,17636.65,17400.4,17625,518195488
2016-06-07,17689.66,17991.02,17688.58,17975.49,726475392
2016-06-08,17912.53,18000.5,17799.45,17909.7,634362048
2016-06-09,17890.09,17892.93,17653.52,17763.88,557229312
2016-06-10,17693.81,17705.68,17106.25,17120.16,879345792
2016-06-13,16848.69,16933.26,16593.08,16621.87,947052160
2016-06-14,16460.92,16673.64,16231.46,16271.35,1050461696
2016-06-15,16461.11,16615.69,16414.11,16513.97,930661824
2016-06-16,16262.33,16383.41,16088.15,16351.9,1018323200
2016-06-17,16471.47,16963.45,16471.47,16923.29,1209471488
2016-06-20,17197.68,17423.43,17196.97,17353.45,974519872
2016-06-21,17320.75,17544.47,17252.37,17431.17,778016128
2016-06-22,17487.91,17515.07,17267.42,17323.27,663615168
2016-06-23,17404.31,17966.17,17293.92,17966.17,1014188864
2016-06-24,17946.23,17946.23,15723.81,15723.81,2643219968
2016-06-27,15743.11,15907.54,15017.42,15103.58,1925262464
2016-06-28,15288.39,15799.21,15286.86,15601.62,1502423936
2016-06-29,15854.72,16019.31,15754.04,15946.93,1196014976
2016-06-30,15894.78,16250.33,15629.01,16197.78,1326997504
2016-07-01,16384.72,16446.17,16013.33,16295.78,968948288
2016-07-04,16352.27,16352.29,15995.1,16012.31,848273664
2016-07-05,15915.81,16065.53,15751.29,15780.16,1075118592
2016-07-06,15667.42,15776.76,15293.1,15423.79,1399182592
2016-07-07,15565.56,15710.05,15391.02,15436.16,907906688
2016-07-08,15370.09,16087.67,15356.04,16066.38,1148919936
2016-07-11,16177.2,16263.74,15906.76,16260.64,905191616
2016-07-12,16277.59,16767.83,16262.84,16721,1295694848
2016-07-13,16699.99,16820.41,16508.05,16527.89,1102062848
2016-07-14,16695,16857.59,16595.05,16797.52,971067584
2016-07-15,16684.2,16871.96,16600.65,16748.59,783998912
2016-07-18,16763.61,16964.18,16602.02,16762.73,747737920
2016-07-19,16723,16843.21,16444.82,16673.77,908497408
2016-07-20,16761.49,16826.99,16626.9,16763.82,801562368
2016-07-21,16796.13,16884.52,16651.64,16805.4,881155008
2016-07-22,16716.59,16885.7,16689.79,16778.67,630212480
2016-07-25,16774.37,16882.24,16645.31,16692.17,677616128
2016-07-26,16673.14,16753.54,16383.19,16697.01,752675008
2016-07-27,16735.75,16996.21,16722.77,16863.01,1087231744
2016-07-28,16871.88,16871.88,16522.64,16522.64,966320832
2016-07-29,16595.02,16916.54,16555.45,16846.86,999876992
2016-08-01,16971.27,17122.82,16554.83,16554.83,1012197248
2016-08-02,16530.12,16553.32,16052.69,16098.37,1062309760
2016-08-03,16136.59,16242.12,15978.08,16129.84,935691328
2016-08-04,16214.32,16327.64,16145.67,16236.41,667845312
2016-08-05,16282.37,16626.28,16272.31,16626.28,750068224
2016-08-08,16701.9,16806.76,16667.21,16743.82,559122048
2016-08-09,16741.47,16850.13,16701.05,16796.14,517118304
2016-08-10,16689.33,16885.91,16675.75,16791.55,494829536
2016-08-11,16850.81,16969.69,16706.58,16969.69,549343808
2016-08-12,16967.75,17047.74,16945.66,16997.83,466896960
2016-08-16,16926.45,17053.42,16782.74,16792.96,540648640
2016-08-17,16845.74,16850.13,16528.36,16528.36,546425280
2016-08-18,16646.78,16698.13,16517.36,16673.58,520609632
2016-08-19,16621.82,16646.92,16215.38,16310.06,700910528
2016-08-22,16296.85,16530.98,16257,16369.14,514990656
2016-08-23,16434.01,16789.02,16434.01,16778.05,598139712
2016-08-24,16685.51,16949.24,16628.56,16891.63,726161664
2016-08-25,16824.51,16879.75,16681.99,16710.78,522794016
2016-08-26,16745.5,16864.64,16574.38,16843.99,444195488
2016-08-29,16775.11,16856.11,16540.79,16655.22,327575616
2016-08-30,16722.48,16940.8,16718.8,16891.42,458792288
2016-08-31,16877.34,17039.39,16837.59,16943.38,735885248
2016-09-01,16989.99,17253.2,16852.84,16923.28,869398336
2016-09-02,17007.44,17186.83,16882.82,17183.9,653761408
2016-09-05,17232.42,17333.79,17157.49,17190.44,529290400
2016-09-06,17250.85,17261.63,17051.48,17052.57,579824192
2016-09-07,17148.35,17323.85,16991.68,17292.84,734816576
2016-09-08,17297.09,17397.53,17118.82,17375.73,722189888
2016-09-09,17337.38,17391.85,17122.44,17156.48,623420992
2016-09-12,16875.93,16903.24,16667.2,16840.28,723530496
2016-09-13,16935.98,16965.18,16547.75,16547.75,780019776
2016-09-14,16637.79,16690.44,16476.96,16539.9,709629312
2016-09-15,16509.43,16617.71,16384.93,16595.43,706422912
2016-09-16,16515.5,16547.76,16180.7,16192.16,1457657856
2016-09-19,16261.4,16489.77,16259.91,16399.26,598715008
2016-09-20,16401.01,16430.14,16207.1,16207.1,692110784
2016-09-21,16391.68,16503.8,16332.6,16349.82,573097984
2016-09-22,16494.66,16730.84,16492.46,16637.69,622733760
2016-09-23,16617.47,16625.12,16409.77,16452.84,513904256
2016-09-26,16329.24,16330.18,16091.54,16192.48,641611840
2016-09-27,16326.08,16332.27,15995.01,16134.71,625392192
2016-09-28,16182.57,16378.64,16176.38,16222.21,538648192
2016-09-29,16461.52,16506.86,16253.77,16338.78,625457536
2016-09-30,16046.71,16446.78,15922.35,16401,925115840
2016-10-03,16368.4,16470.09,16210.37,16273.95,522620736
2016-10-04,16295.18,16380.36,16226.93,16308.02,585573376
2016-10-05,16195.81,16494.98,16133.96,16476.58,888903680
2016-10-06,16518.5,16602.19,16398.14,16491.62,761554560
2016-10-07,16512.46,16570.3,16357.87,16405.27,732069440
2016-10-10,16368.86,16641.77,16253.24,16632.45,653908160
2016-10-11,16571.67,16661.9,16474.06,16474.06,653638016
2016-10-12,16467.43,16575.07,16419,16470.28,740198784
2016-10-13,16364.06,16367.4,16194.86,16269.26,771917952
2016-10-14,16281.76,16636,16274.06,16591.37,810920960
2016-10-17,16565.52,16695.9,16535.89,16630.34,807335488
2016-10-18,16725.93,16966.61,16724.33,16966.61,853112256
2016-10-19,16970.98,17073.45,16886.89,17044.34,900213184
2016-10-20,17070.67,17148.8,16937.08,17141.38,855356416
2016-10-21,17184.05,17188.2,17086.5,17166.76,935131264
2016-10-24,17209.58,17385.95,17208.76,17305.77,1075953664
2016-10-25,17292.5,17426.49,17183.93,17230.03,987385216
2016-10-26,17211.16,17311.92,17129.27,17280.74,997425856
2016-10-27,17309.27,17426.46,17256.68,17426.46,899233472
2016-10-28,17329.27,17375.43,17202.47,17324.23,744286720
2016-10-31,17252.01,17268.43,17073.54,17125.05,647630464
2016-11-01,17216.77,17256.67,16883.72,16898.28,537830528
2016-11-02,16818.15,16818.15,16474.52,16474.52,846210496
2016-11-03,16423.3,16612.75,16370.57,16419.9,619703296
2016-11-04,16407.32,16408.26,16203.42,16318.6,859442048
2016-11-07,16591.18,16736.75,16555.63,16736.75,908768384
2016-11-08,16746.51,16817.41,16658.55,16817.41,858526784
2016-11-09,16413.91,16799.85,16224.71,16799.85,1426367744
2016-11-10,16939.57,17164.33,16707.16,16804.88,1628976256
2016-11-11,16940.4,16972.83,16720.89,16812.37,954125248
